identifier,label_str,label_int
WETKUF,salt,1
WETLAM,salt,1
WETLOY,salt,1
WETMEQ,salt,1
WETNIS,salt,1
WETNOY,salt,1
WETNUE,salt,1
WETNUI,salt,1
WETPAM,salt,1
WETPIU,salt,1
WETPIY,salt,1
WETPOA,salt,1
WETPUG,salt,1
WETQOC,hydrate,3
WETRAP,salt,1
WETZAZ,salt,1
WEVKAK,cocrystal,2
WEVLOZ,salt,1
WEVNAN,salt,1
WEVPEW,salt,1
WEVPOC,hydrate,3
WEVSOF,salt,1
WEVWAW,salt,1
WEVWOJ,salt,1
WEVWUQ,salt,1
WEVWUS,salt,1
WEVYIF,cocrystal,2
WEWCIO,cocrystal,2
WEWCOT,salt,1
WEWDUA,cocrystal,2
WEWGEK,salt,1
WEWGIO,salt,1
WEWJIR,salt,1
WEWPEX,cocrystal,2
WEXGUB,salt,1
WEXKEP,cocrystal,2
WEXNEV,cocrystal,2
WEXQIA,cocrystal,2
WEXTAX,solvate,4
WEXVAA,salt,1
WEXVUR,cocrystal,2
WEXWAY,cocrystal,2
WEXWEC,cocrystal,2
WEXXED,cocrystal,2
WEXXIH,cocrystal,2
WEXXON,cocrystal,2
WEYCEM,salt,1
WEYFEN,cocrystal,2
WEYMOC,salt,1
WEYNUJ,cocrystal,2
WEYROH,cocrystal,2
WEYRUQ,salt,1
WEYWOO,cocrystal,2
WEYYOO,salt,1
WEYYUU,salt,1
WEYYUY,cocrystal,2
WEYZAB,salt,1
WEYZEF,salt,1
WEZBAE,solvate,4
WEZBEI,solvate,4
WEZBIM,solvate,4
WEZBUY,solvate,4
WEZCIQ,salt,1
WEZCUA,salt,1
WEZDOV,salt,1
WEZJIY,cocrystal,2
WEZNUK,salt,1
WEZPUQ,salt,1
WEZTIF,salt,1
WEZVEC,salt,1
WEZVUS,salt,1
WEZWOQ,salt,1
WEZWUW,salt,1
WEZXIL,salt,1
WEZXOQ,cocrystal,2
WEZXUW,cocrystal,2
WIBKOJ,salt,1
WIBLIC,hydrate,3
WIBSEH,cocrystal,2
WIBVEM,salt,1
WIBXIS,hydrate,3
WIBXOY,hydrate,3
WIBYOZ,salt,1
WIBZUG,cocrystal,2
WICBEQ,salt,1
WICBOB,hydrate,3
WICPEF,salt,1
WICPIJ,salt,1
WICVEM,cocrystal,2
WICYEQ,cocrystal,2
WICYIU,cocrystal,2
WICZUF,cocrystal,2
WIDBIU,salt,1
WIDDES,salt,1
WIDDIW,salt,1
WIDLAA,cocrystal,2
WIDNED,cocrystal,2
WIDRUW,cocrystal,2
WIFCAP,solvate,4
WIFHEC,cocrystal,2
WIFHIG,cocrystal,2
WIFHUR,salt,1
WIFJON,salt,1
WIFKOO,salt,1
WIFMOR,cocrystal,2
WIFNAB,salt,1
WIFYES,hydrate,3
WIFZES,solvate,4
WIFZIW,salt,1
WIFZOC,cocrystal,2
WIGBIZ,cocrystal,2
WIGBOF,hydrate,3
WIGCAS,solvate,4
WIGCEW,cocrystal,2
WIGFOJ,salt,1
WIGFUP,salt,1
WIGGAW,salt,1
WIGGEA,salt,1
WIGGIE,salt,1
WIGJIH,salt,1
WIGJUU,salt,1
WIGKIH,hydrate,3
WIGLAB,salt,1
WIGLOP,hydrate,3
WIGNAD,salt,1
WIGNIL,cocrystal,2
WIGQOU,hydrate,3
WIGRAI,cocrystal,2
WIGREM,cocrystal,2
WIGRIQ,cocrystal,2
WIGROW,cocrystal,2
WIGRUC,cocrystal,2
WIGSAJ,cocrystal,2
WIGSEN,cocrystal,2
WIGSIR,cocrystal,2
WIGSOX,cocrystal,2
WIGSUD,cocrystal,2
WIGTAK,cocrystal,2
WIGTEO,cocrystal,2
WIGTIS,cocrystal,2
WIGTOY,cocrystal,2
WIGTUE,cocrystal,2
WIGVAM,cocrystal,2
WIGVEQ,cocrystal,2
WIGVIU,cocrystal,2
WIGWOA,salt,1
WIGWUG,salt,1
WIGXEQ,cocrystal,2
WIGYES,salt,1
WIGZUJ,hydrate,3
WIHCAS,salt,1
WIHDOJ,cocrystal,2
WIHFAW,cocrystal,2
WIHFID,salt,1
WIHGID,hydrate,3
WIHJAA,salt,1
WIHJEE,hydrate,3
WIHTUG,salt,1
WIHZUJ,hydrate,3
WIJCIF,cocrystal,2
WIJCOL,cocrystal,2
WIJNEJ,salt,1
WIJNIM,hydrate,3
WIJNOS,salt,1
WIJPUA,solvate,4
WIJPUD,hydrate,3
WIJQIS,hydrate,3
WIJQUE,hydrate,3
WIKCOK,salt,1
WIKDUQ,salt,1
WIKGEC,salt,1
WIKHAA,salt,1
WIKHEE,salt,1
WIKJEF,salt,1
WIKLEH,salt,1
WIKQAL,salt,1
WIKTEP,cocrystal,2
WIKWEW,cocrystal,2
WIKWOC,hydrate,3
WILJUX,salt,1
WILKOR,salt,1
WILKUY,solvate,4
WILTEQ,salt,1
WILTOB,cocrystal,2
WILWIX,hydrate,3
WILXOH,salt,1
WIMCUR,hydrate,3
WINDAB,cocrystal,2
WINFIL,salt,1
WINFOR,salt,1
WINGAF,cocrystal,2
WINGOS,salt,1
WINJEJ,salt,1
WINJUZ,salt,1
WINLEL,salt,1
WINMIQ,cocrystal,2
WINMUC,salt,1
WINPAN,salt,1
WINPUH,hydrate,3
WINQAM,solvate,4
WINRET,salt,1
WINREU,hydrate,3
WINRIX,salt,1
WINROD,salt,1
WINROE,salt,1
WINRUJ,salt,1
WINSAQ,salt,1
WINSES,salt,1
WINTIW,cocrystal,2
WINTOC,cocrystal,2
WINXAW,salt,1
WINXEA,salt,1
WINXEZ,salt,1
WIPBIH,salt,1
WIPGEL,salt,1
WIPGUB,cocrystal,2
WIPJIQ,solvate,4
WIPNES,hydrate,3
WIPPIU,salt,1
WIPQOE,salt,1
WIPRUI,cocrystal,2
WIPTAU,cocrystal,2
WIPTIC,cocrystal,2
WIPTOH,cocrystal,2
WIPXAY,cocrystal,2
WIQFEL,salt,1
WIQFIP,hydrate,3
WIQNIV,cocrystal,2
WIQNOB,salt,1
WIRNEU,salt,1
WIRPIW,salt,1
WIRREU,salt,1
WIRRIY,salt,1
WIRROE,salt,1
WIRWID,cocrystal,2
WIRXEA,cocrystal,2
WIRXIE,cocrystal,2
WISMET,salt,1
WISMOD,salt,1
WISNAN,salt,1
WISNER,salt,1
WISROH,cocrystal,2
WISSAU,cocrystal,2
WISSIC,cocrystal,2
WISWAA,cocrystal,2
WISZAD,cocrystal,2
WISZEF,hydrate,3
WISZEH,cocrystal,2
WISZIL,cocrystal,2
WITGAH,cocrystal,2
WITGAJ,cocrystal,2
WITMUH,cocrystal,2
WITRID,salt,1
WITRUP,cocrystal,2
WITTOI,salt,1
WITVEC,cocrystal,2
WITZIJ,salt,1
WITZIK,salt,1
WITZOP,hydrate,3
WITZUV,salt,1
WIVBAF,solvate,4
WIVBEJ,salt,1
WIVBOT,solvate,4
WIVDUA,cocrystal,2
WIVFAI,cocrystal,2
WIVFEM,cocrystal,2
WIVFEN,solvate,4
WIVHEP,cocrystal,2
WIVHIT,cocrystal,2
WIVHOY,salt,1
WIVJIV,solvate,4
WIVPUM,salt,1
WIVQAT,salt,1
WIVQEX,salt,1
WIVQIB,salt,1
WIVQOH,salt,1
WIVQUN,hydrate,3
WIVSEA,cocrystal,2
WIVTON,cocrystal,2
WIVZEJ,hydrate,3
WIWBEL,hydrate,3
WIWBOV,hydrate,3
WIWHUH,hydrate,3
WIWJAQ,salt,1
WIWNAU,cocrystal,2
WIXDIS,cocrystal,2
WIXDOY,cocrystal,2
WIXDUE,cocrystal,2
WIXFAM,cocrystal,2
WIXFUG,salt,1
WIXHOA,salt,1
WIXTOP,salt,1
WIXXEH,salt,1
WIXZUZ,salt,1
WIYCIR,cocrystal,2
WIYDIS,cocrystal,2
WIYLAS,cocrystal,2
WIYLAT,cocrystal,2
WIYQIG,salt,1
WIYQOM,salt,1
WIYQUS,salt,1
WIYXOS,salt,1
WIYXUY,salt,1
WIYYAF,salt,1
WIYYEJ,salt,1
WIYYIN,salt,1
WIYYOT,salt,1
WIZBEN,salt,1
WIZBIR,salt,1
WIZFUG,salt,1
WIZGAN,salt,1
WIZLEX,salt,1
WIZMUQ,solvate,4
WIZXAF,salt,1
WIZXIN,hydrate,3
WIZZAH,salt,1
WOBBEV,salt,1
WOBDEZ,salt,1
WOBDID,salt,1
WOBJOM,cocrystal,2
WOBKUT,salt,1
WOBLOO,solvate,4
WOBNEH,hydrate,3
WOBPUB,hydrate,3
WOBQAI,salt,1
WOBQEK,cocrystal,2
WOBQEM,hydrate,3
WOBQIO,cocrystal,2
WOBQIQ,salt,1
WOBQOW,salt,1
WOBQUC,hydrate,3
WOBSAH,hydrate,3
WOBSEL,salt,1
WOBTEP,hydrate,3
WOBTIT,hydrate,3
WOBXIU,hydrate,3
WOBYER,hydrate,3
WOBZES,salt,1
WOCDEY,cocrystal,2
WOCDUQ,salt,1
WOCFAX,cocrystal,2
WOCFOK,salt,1
WOCFUQ,salt,1
WOCGOM,hydrate,3
WOCGUS,hydrate,3
WOCHAZ,hydrate,3
WOCHED,hydrate,3
WOCHIH,cocrystal,2
WOCHON,cocrystal,2
WOCHUT,cocrystal,2
WOCJON,hydrate,3
WOCNUA,salt,1
WOCRIP,salt,1
WOCSAI,salt,1
WOCSEM,hydrate,3
WOCSUC,salt,1
WOCVIT,cocrystal,2
WOCWOD,salt,1
WODBEW,hydrate,3
WODBOG,salt,1
WODCUO,solvate,4
WODDAV,solvate,4
WODDEZ,solvate,4
WODDID,solvate,4
WODDOJ,solvate,4
WODFIF,salt,1
WODGIG,hydrate,3
WODLAD,salt,1
WODTUE,salt,1
WODVAM,salt,1
WODVEQ,salt,1
WODVIU,salt,1
WODVOA,salt,1
WODWUK,salt,1
WOFJAF,salt,1
WOFRIU,salt,1
WOFROA,salt,1
WOFTET,cocrystal,2
WOFTOD,cocrystal,2
WOFVES,cocrystal,2
WOFXUM,salt,1
WOGBIF,salt,1
WOGBOJ,hydrate,3
WOGDED,salt,1
WOGKEI,salt,1
WOGWOH,cocrystal,2
WOGWUL,salt,1
WOGWUN,cocrystal,2
WOGZEY,cocrystal,2
WOHBAZ,salt,1
WOHCIG,solvate,4
WOHFEE,salt,1
WOHJOS,hydrate,3
WOHSOC,salt,1
WOHSUI,cocrystal,2
WOHTIY,salt,1
WOHTOE,salt,1
WOHXAV,cocrystal,2
WOHXEZ,cocrystal,2
WOJBOO,cocrystal,2
WOJFOR,salt,1
WOJGUX,cocrystal,2
WOJHAE,cocrystal,2
WOJHEJ,cocrystal,2
WOJHIM,cocrystal,2
WOJLUF,salt,1
WOJNEO,salt,1
WOJNER,salt,1
WOJNIS,salt,1
WOJQAN,cocrystal,2
WOJQIV,cocrystal,2
WOJQOB,cocrystal,2
WOJSUL,salt,1
WOJWIB,cocrystal,2
WOJWOH,cocrystal,2
WOJWUN,cocrystal,2
WOJXEY,cocrystal,2
WOJZUR,salt,1
WOKGEI,salt,1
WOKNAM,salt,1
WOKXIF,salt,1
WOKXOL,hydrate,3
WOKYAZ,cocrystal,2
WOKYUS,salt,1
WOLCIJ,salt,1
WOLCUW,salt,1
WOLHOW,hydrate,3
WOLKEQ,hydrate,3
WOLKIS,salt,1
WOLKIU,hydrate,3
WOLKUE,salt,1
WOLLEP,salt,1
WOLLIT,salt,1
WOLLIV,salt,1
WOLLOB,hydrate,3
WOLLOZ,salt,1
WOLMAO,hydrate,3
WOLMES,hydrate,3
WOLRAT,cocrystal,2
WOLTAV,cocrystal,2
WOLTEZ,salt,1
WOLTID,hydrate,3
WOLTOJ,cocrystal,2
WOLWUP,salt,1
WOLZUS,salt,1
WOMBAB,hydrate,3
WOMFOU,solvate,4
WOMGIO,cocrystal,2
WOMGIP,solvate,4
WOMGOV,cocrystal,2
WOMGUB,cocrystal,2
WOMHAI,cocrystal,2
WOMHEM,hydrate,3
WOMQOE,salt,1
WOMWOK,salt,1
WOMXEC,salt,1
WONJAK,hydrate,3
WONROI,salt,1
WONSIE,salt,1
WONTOJ,hydrate,3
WONTUP,hydrate,3
WONVAX,hydrate,3
WONVEA,hydrate,3
WONZAC,salt,1
WONZEF,salt,1
WONZEG,cocrystal,2
WONZIK,salt,1
WOPCAG,cocrystal,2
WOPCOV,cocrystal,2
WOPCUA,cocrystal,2
WOPDAI,salt,1
WOPDEM,salt,1
WOPKOD,salt,1
WOPLIY,salt,1
WOPPOH,cocrystal,2
WOPQOJ,cocrystal,2
WOPTAY,salt,1
WOPWUT,salt,1
WOPZUW,cocrystal,2
WOQBAF,cocrystal,2
WOQBEJ,cocrystal,2
WOQBIN,cocrystal,2
WOQBUZ,cocrystal,2
WOQCOW,salt,1
WOQQUO,salt,1
WOQRAV,salt,1
WOQWAA,hydrate,3
WOQWEE,hydrate,3
WOQZOR,salt,1
WORDAK,cocrystal,2
WORNEZ,cocrystal,2
WORNID,cocrystal,2
WORPOK,salt,1
WORQAX,salt,1
WORQEB,salt,1
WORQIF,hydrate,3
WORQIG,salt,1
WORQOL,hydrate,3
WORQUR,hydrate,3
WORXIK,cocrystal,2
WORXOQ,cocrystal,2
WORXUW,cocrystal,2
WORYAD,cocrystal,2
WOSFOB,cocrystal,2
WOSHOD,solvate,4
WOSJIZ,salt,1
WOSJOG,salt,1
WOSJUM,salt,1
WOSSAB,salt,1
WOSTIH,salt,1
WOTDAN,salt,1
WOTDOB,salt,1
WOTHIY,salt,1
WOTJEW,salt,1
WOTJIA,salt,1
WOTJOG,salt,1
WOTNAW,cocrystal,2
WOTNIE,cocrystal,2
WOTNOK,cocrystal,2
WOTRIJ,cocrystal,2
WOTWEJ,cocrystal,2
WOTWIN,cocrystal,2
WOTWOT,cocrystal,2
WOTWUZ,cocrystal,2
WOTZAG,cocrystal,2
WOTZEK,cocrystal,2
WOTZIO,hydrate,3
WOTZOU,cocrystal,2
WOTZUA,cocrystal,2
WOVBEO,cocrystal,2
WOVHAS,hydrate,3
WOVJEY,salt,1
WOVJIC,cocrystal,2
WOVKAW,salt,1
WOVKEZ,cocrystal,2
WOVKUQ,cocrystal,2
WOVQIK,salt,1
WOVQUW,cocrystal,2
WOVWEJ,hydrate,3
WOVXEN,salt,1
WOVXOX,salt,1
WOVXUD,hydrate,3
WOVYOV,salt,1
WOVZOW,salt,1
WOVZOZ,salt,1
WOWCUG,hydrate,3
WOWDAN,salt,1
WOWFET,cocrystal,2
WOWGAQ,cocrystal,2
WOWNON,salt,1
WOXKEC,hydrate,3
WOXKOM,hydrate,3
WOXMOL,solvate,4
WOXYOZ,salt,1
WOYHAV,salt,1
WOYHIB,hydrate,3
WOYPEH,cocrystal,2
WOYPIJ,salt,1
WOYRAG,hydrate,3
WOYTUZ,salt,1
WOYYEQ,salt,1
WOZDIA,salt,1
WOZJOK,salt,1
WUBGEF,salt,1
WUBHAC,salt,1
WUBHIM,salt,1
WUBHOQ,salt,1
WUBXAU,salt,1
WUBYUN,cocrystal,2
WUCBAA,solvate,4
WUCBUU,hydrate,3
WUCDEG,hydrate,3
WUCGAF,hydrate,3
WUCHAD,cocrystal,2
WUDHAE,hydrate,3
WUDHUA,cocrystal,2
WUDQAN,cocrystal,2
WUFBOQ,salt,1
WUFBUW,salt,1
WUFJEP,hydrate,3
WUFMAN,salt,1
WUFRIZ,salt,1
WUFRUL,solvate,4
WUFVUP,salt,1
WUFWIG,hydrate,3
WUFXAW,cocrystal,2
WUFYUU,cocrystal,2
WUFZOM,cocrystal,2
WUFZUT,salt,1
WUGJAJ,solvate,4
WUHBOT,cocrystal,2
WUHNES,cocrystal,2
WUJFUF,salt,1
WUJLAP,salt,1
WUJLET,salt,1
WUJLIX,salt,1
WUJRIC,hydrate,3
WUJROI,hydrate,3
WUJSEA,hydrate,3
WUJSEZ,hydrate,3
WUJWAB,hydrate,3
WUJXUW,solvate,4
WUKBUB,cocrystal,2
WUKFIU,salt,1
WUKLAP,cocrystal,2
WUKLET,salt,1
WUKLUJ,salt,1
WUKRAV,cocrystal,2
WUKREZ,cocrystal,2
WUKRID,cocrystal,2
WUKROJ,cocrystal,2
WUKRUP,salt,1
WUKZEH,salt,1
WULDAJ,salt,1
WULHEQ,salt,1
WULSED,hydrate,3
WULYIN,hydrate,3
WUMNEX,salt,1
WUMRUS,hydrate,3
WUMSIH,solvate,4
WUNBIR,hydrate,3
WUNBOY,salt,1
WUNBUE,salt,1
WUNCAL,salt,1
WUNCIT,hydrate,3
WUNCOZ,salt,1
WUNCUF,hydrate,3
WUNDAM,salt,1
WUNDEQ,salt,1
WUNDUH,cocrystal,2
WUNFAO,salt,1
WUNFIX,cocrystal,2
WUNFUJ,cocrystal,2
WUNGAQ,cocrystal,2
WUNGOE,solvate,4
WUNHAR,cocrystal,2
WUNLEW,cocrystal,2
WUNLIA,cocrystal,2
WUNLUN,cocrystal,2
WUNNUP,cocrystal,2
WUNPUR,solvate,4
WUPGOE,hydrate,3
WUPGUK,hydrate,3
WUPNOL,salt,1
WUPRAC,salt,1
WUPREG,salt,1
WUPSUV,cocrystal,2
WUPTAF,salt,1
WUPTIK,cocrystal,2
WUPTOT,solvate,4
WUPTUZ,hydrate,3
WUPVAH,hydrate,3
WUPVEJ,hydrate,3
WUPVIN,hydrate,3
WUPVOT,hydrate,3
WUPVUB,salt,1
WUPYEN,hydrate,3
WUQDUJ,cocrystal,2
WUQQIL,salt,1
WUQQUW,cocrystal,2
WURGAS,cocrystal,2
WURGIA,cocrystal,2
WURGUM,salt,1
WURGUN,hydrate,3
WURHAT,hydrate,3
WURHEX,salt,1
WURHOG,salt,1
WURHUN,solvate,4
WURJIE,salt,1
WURLAX,hydrate,3
WURNON,cocrystal,2
WURNUT,cocrystal,2
WURPAB,cocrystal,2
WURSAE,salt,1
WURTUB,hydrate,3
WURVIP,cocrystal,2
WURVOV,hydrate,3
WURXEM,salt,1
WURYAK,hydrate,3
WURYIS,salt,1
WUSFIA,hydrate,3
WUSFOG,hydrate,3
WUSGUN,salt,1
WUSTAH,cocrystal,2
WUSTEL,cocrystal,2
WUTDEX,cocrystal,2
WUTDOH,cocrystal,2
WUTFAV,cocrystal,2
WUTFEZ,cocrystal,2
WUTFID,cocrystal,2
WUTHEA,cocrystal,2
WUTHOK,hydrate,3
WUTHUQ,hydrate,3
WUTJAY,cocrystal,2
WUTNOP,salt,1
WUTPOR,salt,1
WUTPUX,salt,1
WUTZAP,cocrystal,2
WUVKEE,cocrystal,2
WUVKII,hydrate,3
WUVKOO,salt,1
WUVKUU,salt,1
WUVLAB,salt,1
WUVLEF,solvate,4
WUVMEG,salt,1
WUVMIK,salt,1
WUVQEM,salt,1
WUVSEN,salt,1
WUVSIR,hydrate,3
WUVVAN,salt,1
WUVVOY,cocrystal,2
WUVVUE,cocrystal,2
WUVXUI,salt,1
WUVYIY,salt,1
WUVYUK,salt,1
WUVZAR,salt,1
WUWCUO,hydrate,3
WUWDAV,salt,1
WUWMIL,salt,1
WUWNEI,salt,1
WUWREM,hydrate,3
WUWRIQ,cocrystal,2
WUWVUI,hydrate,3
WUXDAU,hydrate,3
WUXDEY,salt,1
WUXJAA,solvate,4
WUXJEE,hydrate,3
WUXKAB,salt,1
WUXRAK,salt,1
WUXVAP,solvate,4
WUXVIW,solvate,4
WUXXUJ,hydrate,3
WUXYAQ,salt,1
WUXYIY,salt,1
WUXYOE,salt,1
WUXYUJ,salt,1
WUXZAQ,salt,1
WUXZEU,salt,1
WUXZIY,salt,1
WUYPOX,cocrystal,2
WUYRIR,salt,1
WUYROX,cocrystal,2
WUYSOZ,salt,1
WUYTAM,salt,1
WUYWOD,salt,1
WUZHOP,cocrystal,2
WUZJEH,solvate,4
WUZLAG,salt,1
WUZLEL,cocrystal,2
WUZLIP,cocrystal,2
WUZMIP,salt,1
WUZMUZ,cocrystal,2
WUZRUF,hydrate,3
WUZYAT,cocrystal,2
WUZYEX,solvate,4
XABFOY,salt,1
XABFUE,salt,1
XABLAQ,salt,1
XABLOE,salt,1
XABLUK,salt,1
XABMAR,salt,1
XABMEV,salt,1
XABMIZ,salt,1
XABMOF,salt,1
XABNAS,salt,1
XABPAU,cocrystal,2
XABXUU,salt,1
XACBOU,solvate,4
XACBUA,salt,1
XACCAH,salt,1
XACCEL,solvate,4
XACFAM,salt,1
XACLIA,cocrystal,2
XACMIB,cocrystal,2
XACMOH,cocrystal,2
XACSED,salt,1
XACWUX,cocrystal,2
XACXUX,cocrystal,2
XACYAE,cocrystal,2
XACZAG,salt,1
XACZUA,cocrystal,2
XACZUZ,salt,1
XADBAI,salt,1
XADBIQ,salt,1
XADBOW,salt,1
XADBUC,hydrate,3
XADMEV,hydrate,3
XADMIC,solvate,4
XADQEB,hydrate,3
XADTIF,salt,1
XADTII,salt,1
XADTOL,salt,1
XADTOO,salt,1
XADVAC,salt,1
XADXOR,salt,1
XADXUY,cocrystal,2
XAFDAK,salt,1
XAFDEO,salt,1
XAFDUG,salt,1
XAFQAZ,cocrystal,2
XAFRUS,salt,1
XAFSAZ,solvate,4
XAFSOP,salt,1
XAFSUT,hydrate,3
XAFSUV,salt,1
XAFTAC,salt,1
XAFTEE,salt,1
XAFTEG,salt,1
XAFYOW,salt,1
XAFZIN,salt,1
XAGDAK,hydrate,3
XAGFAM,salt,1
XAGHET,salt,1
XAGLOG,cocrystal,2
XAGMAT,cocrystal,2
XAGWOV,salt,1
XAGWUB,salt,1
XAGWUX,hydrate,3
XAGXAI,salt,1
XAGXIQ,salt,1
XAGXOW,salt,1
XAGYAJ,salt,1
XAGYEN,salt,1
XAGYIR,salt,1
XAGYOX,hydrate,3
XAGZAK,salt,1
XAGZIS,hydrate,3
XAHGAR,hydrate,3
XAHHEV,hydrate,3
XAHHIZ,hydrate,3
XAHKID,salt,1
XAHMIC,cocrystal,2
XAHNUP,salt,1
XAHPAX,salt,1
XAHVEI,salt,1
XAHXAH,hydrate,3
XAHYIQ,salt,1
XAHYOW,salt,1
XAHZAH,cocrystal,2
XAJBOD,hydrate,3
XAJFIX,salt,1
XAJHIB,salt,1
XAJHOH,hydrate,3
XAJJUQ,cocrystal,2
XAJNEB,hydrate,3
XAJRIM,salt,1
XAJROS,salt,1
XAJTUB,cocrystal,2
XAJTUY,salt,1
XAJVIQ,salt,1
XAJXAL,hydrate,3
XAKLEB,salt,1
XAKMOL,salt,1
XAKMOM,salt,1
XAKTOT,cocrystal,2
XAKVAG,salt,1
XALBOB,cocrystal,2
XALCES,cocrystal,2
XALCOC,salt,1
XALCUI,salt,1
XALNAC,salt,1
XALTAF,hydrate,3
XALWEM,salt,1
XALWIQ,salt,1
XALWOW,salt,1
XAMCEW,cocrystal,2
XAMHAX,salt,1
XAMNOS,salt,1
XAMNUY,salt,1
XAMTOV,cocrystal,2
XAMWEO,cocrystal,2
XAMWOY,salt,1
XAMWUE,salt,1
XAMXAL,salt,1
XAMXUE,salt,1
XAMYEP,salt,1
XAMYIT,salt,1
XAMYOZ,salt,1
XANDAR,salt,1
XANDEV,hydrate,3
XANDEX,salt,1
XANFAW,salt,1
XANFIE,salt,1
XANPOT,hydrate,3
XANPUZ,salt,1
XANQAG,hydrate,3
XANQEK,hydrate,3
XANQIO,solvate,4
XANSEO,salt,1
XANSIS,salt,1
XANSOW,salt,1
XANSOY,hydrate,3
XANZUK,cocrystal,2
XAPBAU,cocrystal,2
XAPBOH,salt,1
XAPCUQ,solvate,4
XAPDIF,solvate,4
XAPDOL,cocrystal,2
XAPMAC,cocrystal,2
XAPMIK,cocrystal,2
XAPMIN,salt,1
XAPPIN,salt,1
XAPRUC,salt,1
XAPTIU,salt,1
XAPVOZ,cocrystal,2
XAPVUF,cocrystal,2
XAPWIU,cocrystal,2
XAPWOA,cocrystal,2
XAPWUG,cocrystal,2
XAPXAN,salt,1
XAPXER,salt,1
XAPYUL,cocrystal,2
XAPZAS,cocrystal,2
XAPZEW,cocrystal,2
XAPZIA,cocrystal,2
XAPZOG,cocrystal,2
XAPZUM,cocrystal,2
XAQBAV,cocrystal,2
XAQCIC,salt,1
XAQCOI,salt,1
XAQCUO,salt,1
XAQFUS,cocrystal,2
XAQGED,cocrystal,2
XAQKIN,hydrate,3
XAQPAI,solvate,4
XAQPEL,cocrystal,2
XAQPEM,salt,1
XAQPIP,cocrystal,2
XAQQEM,cocrystal,2
XAQQIQ,cocrystal,2
XAQQOW,cocrystal,2
XAQQUC,cocrystal,2
XAQRAJ,cocrystal,2
XAQREN,hydrate,3
XAQRIR,cocrystal,2
XAQXAQ,salt,1
XAQYAR,salt,1
XAQYEU,salt,1
XAQYOF,salt,1
XAQZAR,cocrystal,2
XAQZIA,hydrate,3
XAQZUM,salt,1
XARBAU,solvate,4
XARQEO,salt,1
XARRIR,salt,1
XARVIX,salt,1
XARVUJ,salt,1
XARZIB,solvate,4
XARZOH,salt,1
XASCUP,cocrystal,2
XASDAW,cocrystal,2
XASDEA,cocrystal,2
XASDIE,cocrystal,2
XASYOJ,cocrystal,2
XATFOR,salt,1
XATFUX,salt,1
XATGAE,salt,1
XATGEI,salt,1
XATGIM,salt,1
XATJEL,cocrystal,2
XATJIN,salt,1
XATJOT,salt,1
XATLAH,salt,1
XATLOX,salt,1
XATMUB,hydrate,3
XATPUH,cocrystal,2
XATQES,cocrystal,2
XATRAM,cocrystal,2
XATSUK,salt,1
XATTIV,salt,1
XATTIZ,salt,1
XATTUI,salt,1
XATVUK,salt,1
XATWEY,salt,1
XATXEV,salt,1
XAVFIN,salt,1
XAVGAG,salt,1
XAVGEK,salt,1
XAVPUF,salt,1
XAVTAP,salt,1
XAVTET,hydrate,3
XAVTEW,cocrystal,2
XAVTIA,cocrystal,2
XAVTIZ,salt,1
XAVTOF,salt,1
XAWCEE,cocrystal,2
XAWNIW,hydrate,3
XAWPAQ,hydrate,3
XAXCUX,cocrystal,2
XAXGAG,salt,1
XAXGEL,cocrystal,2
XAXJOW,salt,1
XAXPIW,hydrate,3
XAXPOB,cocrystal,2
XAXPUH,cocrystal,2
XAXRIA,salt,1
XAXWOJ,salt,1
XAXWUP,salt,1
XAYBEI,hydrate,3
XAYGUA,salt,1
XAYLOB,cocrystal,2
XAYLUF,salt,1
XAYLUH,cocrystal,2
XAYMAM,salt,1
XAYQEV,salt,1
XAYXAY,salt,1
XAYXED,cocrystal,2
XAYXIH,cocrystal,2
XAYXUS,salt,1
XAYYIG,salt,1
XAYYIH,salt,1
XAZBAE,hydrate,3
XAZBEG,salt,1
XAZBIK,cocrystal,2
XAZBUX,salt,1
XAZFUD,cocrystal,2
XAZKOA,salt,1
XAZMIV,salt,1
XAZPIY,hydrate,3
XAZQEX,hydrate,3
XAZQIA,salt,1
XAZQIB,hydrate,3
XAZQOH,hydrate,3
XAZQUN,salt,1
XAZRAU,salt,1
XAZRIA,salt,1
XAZRIC,cocrystal,2
XAZROI,salt,1
XAZRUN,salt,1
XAZRUO,salt,1
XAZSAV,salt,1
XAZSIC,salt,1
XAZSID,cocrystal,2
XAZTEA,solvate,4
XAZWAX,cocrystal,2
XAZWEC,salt,1
XAZYUW,hydrate,3
XAZZAD,salt,1
XAZZEH,hydrate,3
XAZZOQ,salt,1
XAZZOR,salt,1
XAZZUX,salt,1
XEBBAL,hydrate,3
XEBBEP,hydrate,3
XEBBIT,salt,1
XEBCAL,cocrystal,2
XEBCAM,solvate,4
XEBCUF,cocrystal,2
XEBDIT,salt,1
XEBDIU,cocrystal,2
XEBDOA,cocrystal,2
XEBFAN,salt,1
XEBFES,cocrystal,2
XEBFOA,cocrystal,2
XEBGOB,salt,1
XEBGOC,salt,1
XEBGUI,salt,1
XEBHOD,hydrate,3
XEBHUH,salt,1
XEBHUJ,salt,1
XEBKIY,cocrystal,2
XEBPAY,cocrystal,2
XEBQUS,salt,1
XEBTEF,salt,1
XEBTIH,cocrystal,2
XECBEO,hydrate,3
XECCIT,hydrate,3
